NAMEPCAP,USHTIAN,USHTIOZ,USHTIANT,USHTIOZT,USNGENAN,USNGENOZ,USNOXAN,USNOXOZ,USSO2AN,USCO2AN,USCH4AN,USN2OAN,USCO2EQA,USHGAN,USNOXRTA,USNOXRTO,USSO2RTA,USCO2RTA,USCH4RTA,USN2ORTA,USC2ERTA,USHGRTA,USNOXRA,USNOXRO,USSO2RA,USCO2RA,USHGRA,USNOXCRT,USNOXCRO,USSO2CRT,USCO2CRT,USCH4CRT,USN2OCRT,USHGCRT,USCNOXRT,USONOXRT,USGNOXRT,USFSNXRT,USCNXORT,USONXORT,USGNXORT,USFSNORT,USCSO2RT,USOSO2RT,USGSO2RT,USFSS2RT,USCCO2RT,USOCO2RT,USGCO2RT,USFSC2RT,USCHGRT,USFSHGRT,USCNOXR,USONOXR,USGNOXR,USFSNXR,USCNXOR,USONXOR,USGNXOR,USFSNOR,USCSO2R,USOSO2R,USGSO2R,USFSS2R,USCCO2R,USOCO2R,USGCO2R,USFSC2R,USCHGR,USFSHGR,USNBNOX,USNBNXO,USNBSO2,USNBCO2,USNBCH4,USNBN2O,USNBC2E,USNBHG,USGENACL,USGENAOL,USGENAGS,USGENANC,USGENAHY,USGENABM,USGENAWI,USGENASO,USGENAGT,USGENAOF,USGENAOP,USGENATN,USGENATR,USGENATH,USGENACY,USGENACN,USCLPR,USOLPR,USGSPR,USNCPR,USHYPR,USBMPR,USWIPR,USSOPR,USGTPR,USOFPR,USOPPR,USTNPR,USTRPR,USTHPR,USCYPR,USCNPR,
"1,515,007","24,681,443,315","11,866,493,597","38,184,429,916","17,420,083,284","4,075,322,641","1,856,698,809","1,469,047","667,686","1,626,230","2,034,489,330","324,032,428","53,550,469","2,046,152,125",--,0.721,0.719,0.798,998.443,0.080,0.013,"1,004.167",--,0.119,0.113,0.132,164.860,--,1.076,1.074,1.191,"1,490.377",0.119,0.020,--,1.606,3.076,0.395,1.010,1.529,2.589,0.408,0.966,2.371,2.376,0.039,1.192,"2,180.302","1,369.299",897.645,"1,523.605",--,--,0.152,0.332,0.052,0.112,0.144,0.278,0.053,0.107,0.224,0.256,0.005,0.132,206.416,147.610,119.139,169.015,--,--,1.094,1.039,1.282,"1,500.955",0.111,0.018,"1,508.942",--,"1,239,148,653","24,194,840","1,377,456,322","805,693,948","261,126,026","69,739,929","226,926,388","35,944,978","15,825,807","13,889,069","5,739,180","3,466,122,012","609,563,128","348,437,102","2,730,167,993","1,345,517,147",30.4,0.6,33.8,19.8,6.4,1.7,5.6,0.9,0.4,0.3,0.1,85.0,15.0,8.5,67.0,33.0,
